Date_id,Year,Quarter,Month,Day,Day_of_Week
10/04/2022,2022,2,4,10,Sunday
11/04/2022,2022,2,4,11,Monday
12/04/2022,2022,2,4,12,Tuesday
13/04/2022,2022,2,4,13,Wednesday
14/04/2022,2022,2,4,14,Thursday
15/04/2022,2022,2,4,15,Friday
16/04/2022,2022,2,4,16,Saturday
17/04/2022,2022,2,4,17,Sunday
18/04/2022,2022,2,4,18,Monday
19/04/2022,2022,2,4,19,Tuesday
20/04/2022,2022,2,4,20,Wednesday
21/04/2022,2022,2,4,21,Thursday
22/04/2022,2022,2,4,22,Friday
23/04/2022,2022,2,4,23,Saturday
24/04/2022,2022,2,4,24,Sunday
25/04/2022,2022,2,4,25,Monday
26/04/2022,2022,2,4,26,Tuesday
27/04/2022,2022,2,4,27,Wednesday
28/04/2022,2022,2,4,28,Thursday
29/04/2022,2022,2,4,29,Friday
30/04/2022,2022,2,4,30,Saturday
01/05/2022,2022,2,5,1,Sunday
02/05/2022,2022,2,5,2,Monday
03/05/2022,2022,2,5,3,Tuesday
04/05/2022,2022,2,5,4,Wednesday
05/05/2022,2022,2,5,5,Thursday
06/05/2022,2022,2,5,6,Friday
07/05/2022,2022,2,5,7,Saturday
08/05/2022,2022,2,5,8,Sunday
09/05/2022,2022,2,5,9,Monday
10/05/2022,2022,2,5,10,Tuesday
11/05/2022,2022,2,5,11,Wednesday
12/05/2022,2022,2,5,12,Thursday
13/05/2022,2022,2,5,13,Friday
14/05/2022,2022,2,5,14,Saturday
15/05/2022,2022,2,5,15,Sunday
16/05/2022,2022,2,5,16,Monday
17/05/2022,2022,2,5,17,Tuesday
18/05/2022,2022,2,5,18,Wednesday
19/05/2022,2022,2,5,19,Thursday
20/05/2022,2022,2,5,20,Friday
21/05/2022,2022,2,5,21,Saturday
22/05/2022,2022,2,5,22,Sunday
23/05/2022,2022,2,5,23,Monday
24/05/2022,2022,2,5,24,Tuesday
25/05/2022,2022,2,5,25,Wednesday
26/05/2022,2022,2,5,26,Thursday
27/05/2022,2022,2,5,27,Friday
28/05/2022,2022,2,5,28,Saturday
29/05/2022,2022,2,5,29,Sunday
30/05/2022,2022,2,5,30,Monday
31/05/2022,2022,2,5,31,Tuesday
01/06/2022,2022,2,6,1,Wednesday
02/06/2022,2022,2,6,2,Thursday
03/06/2022,2022,2,6,3,Friday
04/06/2022,2022,2,6,4,Saturday
05/06/2022,2022,2,6,5,Sunday
06/06/2022,2022,2,6,6,Monday
07/06/2022,2022,2,6,7,Tuesday
08/06/2022,2022,2,6,8,Wednesday
09/06/2022,2022,2,6,9,Thursday
10/06/2022,2022,2,6,10,Friday
11/06/2022,2022,2,6,11,Saturday
12/06/2022,2022,2,6,12,Sunday
13/06/2022,2022,2,6,13,Monday
14/06/2022,2022,2,6,14,Tuesday
15/06/2022,2022,2,6,15,Wednesday
16/06/2022,2022,2,6,16,Thursday
17/06/2022,2022,2,6,17,Friday
18/06/2022,2022,2,6,18,Saturday
19/06/2022,2022,2,6,19,Sunday
20/06/2022,2022,2,6,20,Monday
21/06/2022,2022,2,6,21,Tuesday
22/06/2022,2022,2,6,22,Wednesday
23/06/2022,2022,2,6,23,Thursday
24/06/2022,2022,2,6,24,Friday
25/06/2022,2022,2,6,25,Saturday
26/06/2022,2022,2,6,26,Sunday
27/06/2022,2022,2,6,27,Monday
28/06/2022,2022,2,6,28,Tuesday
29/06/2022,2022,2,6,29,Wednesday
30/06/2022,2022,2,6,30,Thursday
01/07/2022,2022,3,7,1,Friday
02/07/2022,2022,3,7,2,Saturday
03/07/2022,2022,3,7,3,Sunday
04/07/2022,2022,3,7,4,Monday
05/07/2022,2022,3,7,5,Tuesday
06/07/2022,2022,3,7,6,Wednesday
07/07/2022,2022,3,7,7,Thursday
08/07/2022,2022,3,7,8,Friday
09/07/2022,2022,3,7,9,Saturday
10/07/2022,2022,3,7,10,Sunday
11/07/2022,2022,3,7,11,Monday
12/07/2022,2022,3,7,12,Tuesday
13/07/2022,2022,3,7,13,Wednesday
14/07/2022,2022,3,7,14,Thursday
15/07/2022,2022,3,7,15,Friday
16/07/2022,2022,3,7,16,Saturday
17/07/2022,2022,3,7,17,Sunday
18/07/2022,2022,3,7,18,Monday
19/07/2022,2022,3,7,19,Tuesday
20/07/2022,2022,3,7,20,Wednesday
21/07/2022,2022,3,7,21,Thursday
22/07/2022,2022,3,7,22,Friday
23/07/2022,2022,3,7,23,Saturday
24/07/2022,2022,3,7,24,Sunday
25/07/2022,2022,3,7,25,Monday
26/07/2022,2022,3,7,26,Tuesday
27/07/2022,2022,3,7,27,Wednesday
28/07/2022,2022,3,7,28,Thursday
29/07/2022,2022,3,7,29,Friday
30/07/2022,2022,3,7,30,Saturday
31/07/2022,2022,3,7,31,Sunday
01/08/2022,2022,3,8,1,Monday
02/08/2022,2022,3,8,2,Tuesday
03/08/2022,2022,3,8,3,Wednesday
04/08/2022,2022,3,8,4,Thursday
05/08/2022,2022,3,8,5,Friday
06/08/2022,2022,3,8,6,Saturday
07/08/2022,2022,3,8,7,Sunday
08/08/2022,2022,3,8,8,Monday
09/08/2022,2022,3,8,9,Tuesday
10/08/2022,2022,3,8,10,Wednesday
11/08/2022,2022,3,8,11,Thursday
12/08/2022,2022,3,8,12,Friday
13/08/2022,2022,3,8,13,Saturday
14/08/2022,2022,3,8,14,Sunday
15/08/2022,2022,3,8,15,Monday
16/08/2022,2022,3,8,16,Tuesday
17/08/2022,2022,3,8,17,Wednesday
18/08/2022,2022,3,8,18,Thursday
19/08/2022,2022,3,8,19,Friday
20/08/2022,2022,3,8,20,Saturday
21/08/2022,2022,3,8,21,Sunday
22/08/2022,2022,3,8,22,Monday
23/08/2022,2022,3,8,23,Tuesday
24/08/2022,2022,3,8,24,Wednesday
25/08/2022,2022,3,8,25,Thursday
26/08/2022,2022,3,8,26,Friday
27/08/2022,2022,3,8,27,Saturday
28/08/2022,2022,3,8,28,Sunday
29/08/2022,2022,3,8,29,Monday
30/08/2022,2022,3,8,30,Tuesday
31/08/2022,2022,3,8,31,Wednesday
01/09/2022,2022,3,9,1,Thursday
02/09/2022,2022,3,9,2,Friday
03/09/2022,2022,3,9,3,Saturday
04/09/2022,2022,3,9,4,Sunday
05/09/2022,2022,3,9,5,Monday
06/09/2022,2022,3,9,6,Tuesday
07/09/2022,2022,3,9,7,Wednesday
08/09/2022,2022,3,9,8,Thursday
09/09/2022,2022,3,9,9,Friday
10/09/2022,2022,3,9,10,Saturday
11/09/2022,2022,3,9,11,Sunday
12/09/2022,2022,3,9,12,Monday
13/09/2022,2022,3,9,13,Tuesday
14/09/2022,2022,3,9,14,Wednesday
15/09/2022,2022,3,9,15,Thursday
16/09/2022,2022,3,9,16,Friday
17/09/2022,2022,3,9,17,Saturday
18/09/2022,2022,3,9,18,Sunday
19/09/2022,2022,3,9,19,Monday
20/09/2022,2022,3,9,20,Tuesday
21/09/2022,2022,3,9,21,Wednesday
22/09/2022,2022,3,9,22,Thursday
23/09/2022,2022,3,9,23,Friday
24/09/2022,2022,3,9,24,Saturday
25/09/2022,2022,3,9,25,Sunday
26/09/2022,2022,3,9,26,Monday
27/09/2022,2022,3,9,27,Tuesday
28/09/2022,2022,3,9,28,Wednesday
29/09/2022,2022,3,9,29,Thursday
30/09/2022,2022,3,9,30,Friday
01/10/2022,2022,4,10,1,Saturday
02/10/2022,2022,4,10,2,Sunday
03/10/2022,2022,4,10,3,Monday
04/10/2022,2022,4,10,4,Tuesday
05/10/2022,2022,4,10,5,Wednesday
06/10/2022,2022,4,10,6,Thursday
07/10/2022,2022,4,10,7,Friday
08/10/2022,2022,4,10,8,Saturday
09/10/2022,2022,4,10,9,Sunday
10/10/2022,2022,4,10,10,Monday
11/10/2022,2022,4,10,11,Tuesday
12/10/2022,2022,4,10,12,Wednesday
13/10/2022,2022,4,10,13,Thursday
14/10/2022,2022,4,10,14,Friday
15/10/2022,2022,4,10,15,Saturday
16/10/2022,2022,4,10,16,Sunday
17/10/2022,2022,4,10,17,Monday
18/10/2022,2022,4,10,18,Tuesday
19/10/2022,2022,4,10,19,Wednesday
20/10/2022,2022,4,10,20,Thursday
21/10/2022,2022,4,10,21,Friday
22/10/2022,2022,4,10,22,Saturday
23/10/2022,2022,4,10,23,Sunday
24/10/2022,2022,4,10,24,Monday
25/10/2022,2022,4,10,25,Tuesday
26/10/2022,2022,4,10,26,Wednesday
27/10/2022,2022,4,10,27,Thursday
28/10/2022,2022,4,10,28,Friday
29/10/2022,2022,4,10,29,Saturday
30/10/2022,2022,4,10,30,Sunday
31/10/2022,2022,4,10,31,Monday
01/11/2022,2022,4,11,1,Tuesday
02/11/2022,2022,4,11,2,Wednesday
03/11/2022,2022,4,11,3,Thursday
04/11/2022,2022,4,11,4,Friday
05/11/2022,2022,4,11,5,Saturday
06/11/2022,2022,4,11,6,Sunday
07/11/2022,2022,4,11,7,Monday
08/11/2022,2022,4,11,8,Tuesday
09/11/2022,2022,4,11,9,Wednesday
10/11/2022,2022,4,11,10,Thursday
11/11/2022,2022,4,11,11,Friday
12/11/2022,2022,4,11,12,Saturday
13/11/2022,2022,4,11,13,Sunday
14/11/2022,2022,4,11,14,Monday
15/11/2022,2022,4,11,15,Tuesday
16/11/2022,2022,4,11,16,Wednesday
17/11/2022,2022,4,11,17,Thursday
18/11/2022,2022,4,11,18,Friday
19/11/2022,2022,4,11,19,Saturday
20/11/2022,2022,4,11,20,Sunday
21/11/2022,2022,4,11,21,Monday
22/11/2022,2022,4,11,22,Tuesday
23/11/2022,2022,4,11,23,Wednesday
24/11/2022,2022,4,11,24,Thursday
25/11/2022,2022,4,11,25,Friday
26/11/2022,2022,4,11,26,Saturday
27/11/2022,2022,4,11,27,Sunday
28/11/2022,2022,4,11,28,Monday
29/11/2022,2022,4,11,29,Tuesday
30/11/2022,2022,4,11,30,Wednesday
01/12/2022,2022,4,12,1,Thursday
02/12/2022,2022,4,12,2,Friday
03/12/2022,2022,4,12,3,Saturday
04/12/2022,2022,4,12,4,Sunday
05/12/2022,2022,4,12,5,Monday
06/12/2022,2022,4,12,6,Tuesday
07/12/2022,2022,4,12,7,Wednesday
08/12/2022,2022,4,12,8,Thursday
09/12/2022,2022,4,12,9,Friday
10/12/2022,2022,4,12,10,Saturday
11/12/2022,2022,4,12,11,Sunday
12/12/2022,2022,4,12,12,Monday
13/12/2022,2022,4,12,13,Tuesday
14/12/2022,2022,4,12,14,Wednesday
15/12/2022,2022,4,12,15,Thursday
16/12/2022,2022,4,12,16,Friday
17/12/2022,2022,4,12,17,Saturday
18/12/2022,2022,4,12,18,Sunday
19/12/2022,2022,4,12,19,Monday
20/12/2022,2022,4,12,20,Tuesday
21/12/2022,2022,4,12,21,Wednesday
22/12/2022,2022,4,12,22,Thursday
23/12/2022,2022,4,12,23,Friday
24/12/2022,2022,4,12,24,Saturday
25/12/2022,2022,4,12,25,Sunday
26/12/2022,2022,4,12,26,Monday
27/12/2022,2022,4,12,27,Tuesday
28/12/2022,2022,4,12,28,Wednesday
29/12/2022,2022,4,12,29,Thursday
30/12/2022,2022,4,12,30,Friday
31/12/2022,2022,4,12,31,Saturday
01/01/2023,2023,1,1,1,Sunday
02/01/2023,2023,1,1,2,Monday
03/01/2023,2023,1,1,3,Tuesday
04/01/2023,2023,1,1,4,Wednesday
05/01/2023,2023,1,1,5,Thursday
06/01/2023,2023,1,1,6,Friday
07/01/2023,2023,1,1,7,Saturday
08/01/2023,2023,1,1,8,Sunday
09/01/2023,2023,1,1,9,Monday
10/01/2023,2023,1,1,10,Tuesday
11/01/2023,2023,1,1,11,Wednesday
12/01/2023,2023,1,1,12,Thursday
13/01/2023,2023,1,1,13,Friday
14/01/2023,2023,1,1,14,Saturday
15/01/2023,2023,1,1,15,Sunday
16/01/2023,2023,1,1,16,Monday
17/01/2023,2023,1,1,17,Tuesday
18/01/2023,2023,1,1,18,Wednesday
19/01/2023,2023,1,1,19,Thursday
20/01/2023,2023,1,1,20,Friday
21/01/2023,2023,1,1,21,Saturday
22/01/2023,2023,1,1,22,Sunday
23/01/2023,2023,1,1,23,Monday
24/01/2023,2023,1,1,24,Tuesday
25/01/2023,2023,1,1,25,Wednesday
26/01/2023,2023,1,1,26,Thursday
27/01/2023,2023,1,1,27,Friday
28/01/2023,2023,1,1,28,Saturday
29/01/2023,2023,1,1,29,Sunday
30/01/2023,2023,1,1,30,Monday
31/01/2023,2023,1,1,31,Tuesday
01/02/2023,2023,1,2,1,Wednesday
02/02/2023,2023,1,2,2,Thursday
03/02/2023,2023,1,2,3,Friday
04/02/2023,2023,1,2,4,Saturday
05/02/2023,2023,1,2,5,Sunday
06/02/2023,2023,1,2,6,Monday
07/02/2023,2023,1,2,7,Tuesday
08/02/2023,2023,1,2,8,Wednesday
09/02/2023,2023,1,2,9,Thursday
10/02/2023,2023,1,2,10,Friday
11/02/2023,2023,1,2,11,Saturday
12/02/2023,2023,1,2,12,Sunday
13/02/2023,2023,1,2,13,Monday
14/02/2023,2023,1,2,14,Tuesday
15/02/2023,2023,1,2,15,Wednesday
16/02/2023,2023,1,2,16,Thursday
17/02/2023,2023,1,2,17,Friday
18/02/2023,2023,1,2,18,Saturday
19/02/2023,2023,1,2,19,Sunday
20/02/2023,2023,1,2,20,Monday
21/02/2023,2023,1,2,21,Tuesday
22/02/2023,2023,1,2,22,Wednesday
23/02/2023,2023,1,2,23,Thursday
24/02/2023,2023,1,2,24,Friday
25/02/2023,2023,1,2,25,Saturday
26/02/2023,2023,1,2,26,Sunday
27/02/2023,2023,1,2,27,Monday
28/02/2023,2023,1,2,28,Tuesday
01/03/2023,2023,1,3,1,Wednesday
02/03/2023,2023,1,3,2,Thursday
03/03/2023,2023,1,3,3,Friday
04/03/2023,2023,1,3,4,Saturday
05/03/2023,2023,1,3,5,Sunday
06/03/2023,2023,1,3,6,Monday
07/03/2023,2023,1,3,7,Tuesday
08/03/2023,2023,1,3,8,Wednesday
09/03/2023,2023,1,3,9,Thursday
10/03/2023,2023,1,3,10,Friday
11/03/2023,2023,1,3,11,Saturday
12/03/2023,2023,1,3,12,Sunday
13/03/2023,2023,1,3,13,Monday
14/03/2023,2023,1,3,14,Tuesday
15/03/2023,2023,1,3,15,Wednesday
16/03/2023,2023,1,3,16,Thursday
17/03/2023,2023,1,3,17,Friday
18/03/2023,2023,1,3,18,Saturday
19/03/2023,2023,1,3,19,Sunday
20/03/2023,2023,1,3,20,Monday
21/03/2023,2023,1,3,21,Tuesday
22/03/2023,2023,1,3,22,Wednesday
23/03/2023,2023,1,3,23,Thursday
24/03/2023,2023,1,3,24,Friday
25/03/2023,2023,1,3,25,Saturday
26/03/2023,2023,1,3,26,Sunday
27/03/2023,2023,1,3,27,Monday
28/03/2023,2023,1,3,28,Tuesday
29/03/2023,2023,1,3,29,Wednesday
30/03/2023,2023,1,3,30,Thursday
31/03/2023,2023,1,3,31,Friday
01/04/2023,2023,2,4,1,Saturday
02/04/2023,2023,2,4,2,Sunday
03/04/2023,2023,2,4,3,Monday
04/04/2023,2023,2,4,4,Tuesday
05/04/2023,2023,2,4,5,Wednesday
06/04/2023,2023,2,4,6,Thursday
07/04/2023,2023,2,4,7,Friday
08/04/2023,2023,2,4,8,Saturday
09/04/2023,2023,2,4,9,Sunday
10/04/2023,2023,2,4,10,Monday
11/04/2023,2023,2,4,11,Tuesday
12/04/2023,2023,2,4,12,Wednesday
13/04/2023,2023,2,4,13,Thursday
14/04/2023,2023,2,4,14,Friday
15/04/2023,2023,2,4,15,Saturday
16/04/2023,2023,2,4,16,Sunday
17/04/2023,2023,2,4,17,Monday
18/04/2023,2023,2,4,18,Tuesday
19/04/2023,2023,2,4,19,Wednesday
20/04/2023,2023,2,4,20,Thursday
21/04/2023,2023,2,4,21,Friday
22/04/2023,2023,2,4,22,Saturday
23/04/2023,2023,2,4,23,Sunday
24/04/2023,2023,2,4,24,Monday
25/04/2023,2023,2,4,25,Tuesday
26/04/2023,2023,2,4,26,Wednesday
27/04/2023,2023,2,4,27,Thursday
28/04/2023,2023,2,4,28,Friday
29/04/2023,2023,2,4,29,Saturday
30/04/2023,2023,2,4,30,Sunday
01/05/2023,2023,2,5,1,Monday
02/05/2023,2023,2,5,2,Tuesday
03/05/2023,2023,2,5,3,Wednesday
04/05/2023,2023,2,5,4,Thursday
05/05/2023,2023,2,5,5,Friday
06/05/2023,2023,2,5,6,Saturday
07/05/2023,2023,2,5,7,Sunday
08/05/2023,2023,2,5,8,Monday
09/05/2023,2023,2,5,9,Tuesday
10/05/2023,2023,2,5,10,Wednesday
11/05/2023,2023,2,5,11,Thursday
12/05/2023,2023,2,5,12,Friday
13/05/2023,2023,2,5,13,Saturday
14/05/2023,2023,2,5,14,Sunday
15/05/2023,2023,2,5,15,Monday
16/05/2023,2023,2,5,16,Tuesday
17/05/2023,2023,2,5,17,Wednesday
18/05/2023,2023,2,5,18,Thursday
19/05/2023,2023,2,5,19,Friday
20/05/2023,2023,2,5,20,Saturday
21/05/2023,2023,2,5,21,Sunday
22/05/2023,2023,2,5,22,Monday
23/05/2023,2023,2,5,23,Tuesday
24/05/2023,2023,2,5,24,Wednesday
25/05/2023,2023,2,5,25,Thursday
26/05/2023,2023,2,5,26,Friday
27/05/2023,2023,2,5,27,Saturday
28/05/2023,2023,2,5,28,Sunday
29/05/2023,2023,2,5,29,Monday
30/05/2023,2023,2,5,30,Tuesday
31/05/2023,2023,2,5,31,Wednesday
01/06/2023,2023,2,6,1,Thursday
02/06/2023,2023,2,6,2,Friday
03/06/2023,2023,2,6,3,Saturday
04/06/2023,2023,2,6,4,Sunday
05/06/2023,2023,2,6,5,Monday
06/06/2023,2023,2,6,6,Tuesday
07/06/2023,2023,2,6,7,Wednesday
08/06/2023,2023,2,6,8,Thursday
09/06/2023,2023,2,6,9,Friday
10/06/2023,2023,2,6,10,Saturday
11/06/2023,2023,2,6,11,Sunday
12/06/2023,2023,2,6,12,Monday
13/06/2023,2023,2,6,13,Tuesday
14/06/2023,2023,2,6,14,Wednesday
15/06/2023,2023,2,6,15,Thursday
16/06/2023,2023,2,6,16,Friday
17/06/2023,2023,2,6,17,Saturday
18/06/2023,2023,2,6,18,Sunday
19/06/2023,2023,2,6,19,Monday
20/06/2023,2023,2,6,20,Tuesday
21/06/2023,2023,2,6,21,Wednesday
22/06/2023,2023,2,6,22,Thursday
23/06/2023,2023,2,6,23,Friday
24/06/2023,2023,2,6,24,Saturday
25/06/2023,2023,2,6,25,Sunday
26/06/2023,2023,2,6,26,Monday
27/06/2023,2023,2,6,27,Tuesday
28/06/2023,2023,2,6,28,Wednesday
29/06/2023,2023,2,6,29,Thursday
30/06/2023,2023,2,6,30,Friday
01/07/2023,2023,3,7,1,Saturday
02/07/2023,2023,3,7,2,Sunday
03/07/2023,2023,3,7,3,Monday
04/07/2023,2023,3,7,4,Tuesday
05/07/2023,2023,3,7,5,Wednesday
06/07/2023,2023,3,7,6,Thursday
07/07/2023,2023,3,7,7,Friday
08/07/2023,2023,3,7,8,Saturday
09/07/2023,2023,3,7,9,Sunday
10/07/2023,2023,3,7,10,Monday
11/07/2023,2023,3,7,11,Tuesday
12/07/2023,2023,3,7,12,Wednesday
13/07/2023,2023,3,7,13,Thursday
14/07/2023,2023,3,7,14,Friday
15/07/2023,2023,3,7,15,Saturday
16/07/2023,2023,3,7,16,Sunday
17/07/2023,2023,3,7,17,Monday
18/07/2023,2023,3,7,18,Tuesday
19/07/2023,2023,3,7,19,Wednesday
20/07/2023,2023,3,7,20,Thursday
21/07/2023,2023,3,7,21,Friday
22/07/2023,2023,3,7,22,Saturday
23/07/2023,2023,3,7,23,Sunday
24/07/2023,2023,3,7,24,Monday
25/07/2023,2023,3,7,25,Tuesday
26/07/2023,2023,3,7,26,Wednesday
27/07/2023,2023,3,7,27,Thursday
28/07/2023,2023,3,7,28,Friday
29/07/2023,2023,3,7,29,Saturday
30/07/2023,2023,3,7,30,Sunday
31/07/2023,2023,3,7,31,Monday
01/08/2023,2023,3,8,1,Tuesday
02/08/2023,2023,3,8,2,Wednesday
03/08/2023,2023,3,8,3,Thursday
04/08/2023,2023,3,8,4,Friday
05/08/2023,2023,3,8,5,Saturday
06/08/2023,2023,3,8,6,Sunday
07/08/2023,2023,3,8,7,Monday
08/08/2023,2023,3,8,8,Tuesday
09/08/2023,2023,3,8,9,Wednesday
10/08/2023,2023,3,8,10,Thursday
11/08/2023,2023,3,8,11,Friday
12/08/2023,2023,3,8,12,Saturday
13/08/2023,2023,3,8,13,Sunday
14/08/2023,2023,3,8,14,Monday
15/08/2023,2023,3,8,15,Tuesday
16/08/2023,2023,3,8,16,Wednesday
17/08/2023,2023,3,8,17,Thursday
18/08/2023,2023,3,8,18,Friday
19/08/2023,2023,3,8,19,Saturday
20/08/2023,2023,3,8,20,Sunday
21/08/2023,2023,3,8,21,Monday
22/08/2023,2023,3,8,22,Tuesday
23/08/2023,2023,3,8,23,Wednesday
24/08/2023,2023,3,8,24,Thursday
25/08/2023,2023,3,8,25,Friday
26/08/2023,2023,3,8,26,Saturday
27/08/2023,2023,3,8,27,Sunday
28/08/2023,2023,3,8,28,Monday
29/08/2023,2023,3,8,29,Tuesday
30/08/2023,2023,3,8,30,Wednesday
31/08/2023,2023,3,8,31,Thursday
01/09/2023,2023,3,9,1,Friday
02/09/2023,2023,3,9,2,Saturday
03/09/2023,2023,3,9,3,Sunday
04/09/2023,2023,3,9,4,Monday
05/09/2023,2023,3,9,5,Tuesday
06/09/2023,2023,3,9,6,Wednesday
07/09/2023,2023,3,9,7,Thursday
08/09/2023,2023,3,9,8,Friday
09/09/2023,2023,3,9,9,Saturday
10/09/2023,2023,3,9,10,Sunday
11/09/2023,2023,3,9,11,Monday
12/09/2023,2023,3,9,12,Tuesday
13/09/2023,2023,3,9,13,Wednesday
14/09/2023,2023,3,9,14,Thursday
15/09/2023,2023,3,9,15,Friday
16/09/2023,2023,3,9,16,Saturday
17/09/2023,2023,3,9,17,Sunday
18/09/2023,2023,3,9,18,Monday
19/09/2023,2023,3,9,19,Tuesday
20/09/2023,2023,3,9,20,Wednesday
21/09/2023,2023,3,9,21,Thursday
22/09/2023,2023,3,9,22,Friday
23/09/2023,2023,3,9,23,Saturday
24/09/2023,2023,3,9,24,Sunday
25/09/2023,2023,3,9,25,Monday
26/09/2023,2023,3,9,26,Tuesday
27/09/2023,2023,3,9,27,Wednesday
28/09/2023,2023,3,9,28,Thursday
29/09/2023,2023,3,9,29,Friday
30/09/2023,2023,3,9,30,Saturday
01/10/2023,2023,4,10,1,Sunday
02/10/2023,2023,4,10,2,Monday
03/10/2023,2023,4,10,3,Tuesday
04/10/2023,2023,4,10,4,Wednesday
05/10/2023,2023,4,10,5,Thursday
06/10/2023,2023,4,10,6,Friday
07/10/2023,2023,4,10,7,Saturday
08/10/2023,2023,4,10,8,Sunday
09/10/2023,2023,4,10,9,Monday
10/10/2023,2023,4,10,10,Tuesday
11/10/2023,2023,4,10,11,Wednesday
12/10/2023,2023,4,10,12,Thursday
13/10/2023,2023,4,10,13,Friday
14/10/2023,2023,4,10,14,Saturday
15/10/2023,2023,4,10,15,Sunday
16/10/2023,2023,4,10,16,Monday
17/10/2023,2023,4,10,17,Tuesday
18/10/2023,2023,4,10,18,Wednesday
19/10/2023,2023,4,10,19,Thursday
20/10/2023,2023,4,10,20,Friday
21/10/2023,2023,4,10,21,Saturday
22/10/2023,2023,4,10,22,Sunday
23/10/2023,2023,4,10,23,Monday
24/10/2023,2023,4,10,24,Tuesday
25/10/2023,2023,4,10,25,Wednesday
26/10/2023,2023,4,10,26,Thursday
27/10/2023,2023,4,10,27,Friday
28/10/2023,2023,4,10,28,Saturday
29/10/2023,2023,4,10,29,Sunday
30/10/2023,2023,4,10,30,Monday
31/10/2023,2023,4,10,31,Tuesday
01/11/2023,2023,4,11,1,Wednesday
02/11/2023,2023,4,11,2,Thursday
03/11/2023,2023,4,11,3,Friday
04/11/2023,2023,4,11,4,Saturday
05/11/2023,2023,4,11,5,Sunday
06/11/2023,2023,4,11,6,Monday
07/11/2023,2023,4,11,7,Tuesday
08/11/2023,2023,4,11,8,Wednesday
09/11/2023,2023,4,11,9,Thursday
10/11/2023,2023,4,11,10,Friday
11/11/2023,2023,4,11,11,Saturday
12/11/2023,2023,4,11,12,Sunday
13/11/2023,2023,4,11,13,Monday
14/11/2023,2023,4,11,14,Tuesday
15/11/2023,2023,4,11,15,Wednesday
16/11/2023,2023,4,11,16,Thursday
17/11/2023,2023,4,11,17,Friday
18/11/2023,2023,4,11,18,Saturday
19/11/2023,2023,4,11,19,Sunday
20/11/2023,2023,4,11,20,Monday
21/11/2023,2023,4,11,21,Tuesday
22/11/2023,2023,4,11,22,Wednesday
23/11/2023,2023,4,11,23,Thursday
24/11/2023,2023,4,11,24,Friday
25/11/2023,2023,4,11,25,Saturday
26/11/2023,2023,4,11,26,Sunday
27/11/2023,2023,4,11,27,Monday
28/11/2023,2023,4,11,28,Tuesday
29/11/2023,2023,4,11,29,Wednesday
30/11/2023,2023,4,11,30,Thursday
01/12/2023,2023,4,12,1,Friday
02/12/2023,2023,4,12,2,Saturday
03/12/2023,2023,4,12,3,Sunday
04/12/2023,2023,4,12,4,Monday
05/12/2023,2023,4,12,5,Tuesday
06/12/2023,2023,4,12,6,Wednesday
07/12/2023,2023,4,12,7,Thursday
08/12/2023,2023,4,12,8,Friday
09/12/2023,2023,4,12,9,Saturday
10/12/2023,2023,4,12,10,Sunday
11/12/2023,2023,4,12,11,Monday
12/12/2023,2023,4,12,12,Tuesday
13/12/2023,2023,4,12,13,Wednesday
14/12/2023,2023,4,12,14,Thursday
15/12/2023,2023,4,12,15,Friday
16/12/2023,2023,4,12,16,Saturday
17/12/2023,2023,4,12,17,Sunday
18/12/2023,2023,4,12,18,Monday
19/12/2023,2023,4,12,19,Tuesday
20/12/2023,2023,4,12,20,Wednesday
21/12/2023,2023,4,12,21,Thursday
22/12/2023,2023,4,12,22,Friday
23/12/2023,2023,4,12,23,Saturday
24/12/2023,2023,4,12,24,Sunday
25/12/2023,2023,4,12,25,Monday
26/12/2023,2023,4,12,26,Tuesday
27/12/2023,2023,4,12,27,Wednesday
28/12/2023,2023,4,12,28,Thursday
29/12/2023,2023,4,12,29,Friday
30/12/2023,2023,4,12,30,Saturday
31/12/2023,2023,4,12,31,Sunday
01/01/2024,2024,1,1,1,Monday
02/01/2024,2024,1,1,2,Tuesday
03/01/2024,2024,1,1,3,Wednesday
04/01/2024,2024,1,1,4,Thursday
05/01/2024,2024,1,1,5,Friday
06/01/2024,2024,1,1,6,Saturday
07/01/2024,2024,1,1,7,Sunday
08/01/2024,2024,1,1,8,Monday
09/01/2024,2024,1,1,9,Tuesday
10/01/2024,2024,1,1,10,Wednesday
11/01/2024,2024,1,1,11,Thursday
12/01/2024,2024,1,1,12,Friday
13/01/2024,2024,1,1,13,Saturday
14/01/2024,2024,1,1,14,Sunday
15/01/2024,2024,1,1,15,Monday
16/01/2024,2024,1,1,16,Tuesday
17/01/2024,2024,1,1,17,Wednesday
18/01/2024,2024,1,1,18,Thursday
19/01/2024,2024,1,1,19,Friday
20/01/2024,2024,1,1,20,Saturday
21/01/2024,2024,1,1,21,Sunday
22/01/2024,2024,1,1,22,Monday
23/01/2024,2024,1,1,23,Tuesday
24/01/2024,2024,1,1,24,Wednesday
25/01/2024,2024,1,1,25,Thursday
26/01/2024,2024,1,1,26,Friday
27/01/2024,2024,1,1,27,Saturday
28/01/2024,2024,1,1,28,Sunday
29/01/2024,2024,1,1,29,Monday
30/01/2024,2024,1,1,30,Tuesday
31/01/2024,2024,1,1,31,Wednesday
01/02/2024,2024,1,2,1,Thursday
02/02/2024,2024,1,2,2,Friday
03/02/2024,2024,1,2,3,Saturday
